valid_points	duration	head_id	source	srt	heuristic_saccade_validity	invalid_points	trial_configuration_id	stim_location	tracker_successfully_calibrated	trial_number	mse
1806	53386	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	266636	True	0	SRT4	5	False	0	0.0017596109927466722
1770	166623	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	220024	False	36	SRT4	6	False	1	0.004646107066372888
1785	133251	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	256666	False	21	SRT4	3	False	2	0.005462352895385047
1803	49964	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	366621	True	3	SRT4	3	False	3	0.0015259272674163537
1692	103353	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	293277	False	114	SRT4	4	False	4	0.003148920714267157
1806	56658	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	236614	True	0	SRT4	5	False	5	0.0006208552340429564
1806	66654	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	273300	True	0	SRT4	5	False	6	0.0016532235135264005
1725	66629	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	239982	True	81	SRT4	4	False	7	0.0031739776443571567
1776	56663	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	493265	True	30	SRT4	4	False	8	0.0011108709531632902
1764	43329	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	466612	True	42	SRT4	6	False	9	0.0012848295371937248
1773	73325	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	353292	True	33	SRT4	6	False	10	0.0038480367961480915
1806	503333	0138	cg17_8_childcogn_8mNoCalib_SRT4.gazedata	263279	False	0	SRT4	3	False	11	0.005082210093610744
1806	56646	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	286573	True	0	SRT5	5	False	0	0.0033193125155578356
1803	49959	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	553286	True	3	SRT5	5	False	1	0.0008565545106662096
1791	50027	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	233276	True	15	SRT5	6	False	2	0.0046131608293259185
1788	49942	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	263381	True	18	SRT5	6	False	3	0.001869066507190521
1761	76612	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	256663	True	45	SRT5	6	False	4	0.004643415980187762
1806	63383	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	249931	True	0	SRT5	5	False	5	0.00027402276498215034
1788	46679	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	263278	True	18	SRT5	4	False	6	0.0023876171398522937
1800	53408	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	576567	True	6	SRT5	4	False	7	0.000538994942551807
1782	73339	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	226642	True	24	SRT5	3	False	8	0.0024525765051545893
1764	96650	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	349920	False	42	SRT5	4	False	9	0.003347371017490919
1578	93367	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	209979	False	228	SRT5	3	False	10	0.007607747138406223
1806	299891	0138	cg17_8_childcogn_8mNoCalib_SRT5.gazedata	190035	False	0	SRT5	3	False	11	0.019575145945716885
1506	236611	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	149959	False	300	SRT1	5	False	0	0.0036980409048353357
1782	59992	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	306621	True	24	SRT1	3	False	1	0.0037397533680905383
1800	36604	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	163365	True	6	SRT1	3	False	2	0.012942203280636244
1413	693261	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	0	False	393	SRT1	5	False	3	0.03571976351067787
1788	43335	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	213321	True	18	SRT1	5	False	4	0.001205001591223478
1455	426652	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	163265	False	351	SRT1	6	False	5	0.006636803419211216
1695	59946	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	479936	True	111	SRT1	4	False	6	0.002902829216255402
1788	46700	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	416668	True	18	SRT1	3	False	7	0.0024328696360613965
462	83313	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	839956	False	1344	SRT1	6	False	8	0.10533974139229976
1665	46683	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	309956	True	141	SRT1	6	False	9	0.0025420541572358313
1458	623290	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	99896	False	348	SRT1	4	False	10	0.010525075339216929
282	249935	0158	cg18_8_childcogn_8mNoCalib_SRT1.gazedata	289996	False	1524	SRT1	4	False	11	0.020393992703780627
948	120058	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	196623	False	858	SRT1	4	False	3	0.0028611080251213024
366	6658	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	626577	False	1440	SRT1	6	False	4	0.0008197764623950866
339	96646	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	219943	False	1467	SRT1	5	False	5	0.0015859223372798263
1557	49956	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	183313	True	249	SRT1	5	False	7	0.001260082403818976
777	59924	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	406603	True	1029	SRT1	4	False	8	0.0006335544292056433
1791	466610	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	0	False	15	SRT1	5	False	9	0.010927689204678955
153	13341	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	0	False	1653	SRT1	4	False	10	1.1495452495958721e-05
150	213301	0170	cg19_8_childcogn_8mNoCalib_SRT1.gazedata	216637	False	1656	SRT1	3	False	11	0.001750503138687743
1086	46655	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	306650	True	720	SRT2	4	False	0	0.0017212933924464382
1368	106717	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	203238	False	438	SRT2	3	False	1	0.003260015838726163
690	53338	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	233318	True	1116	SRT2	6	False	2	0.001996328748905949
1029	519938	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	0	False	777	SRT2	5	False	3	0.07102971309691561
435	0	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	430004	False	1371	SRT2	4	False	5	0.5926958066203546
102	6682	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	513229	False	1704	SRT2	4	False	6	0.0017961659769000931
12	6720	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	259957	False	1794	SRT2	5	False	7	3.715571840986679e-06
414	0	0170	cg19_8_childcogn_8mNoCalib_SRT2.gazedata	766537	False	1392	SRT2	3	False	8	2.1102314531387707
1776	50042	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	719927	True	30	SRT1	3	False	0	0.0236508494643502
1794	43337	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	349933	True	12	SRT1	6	False	1	0.0022186797070648323
1806	76721	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	449921	True	0	SRT1	3	False	2	0.0013527447402677177
1803	53300	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	376697	True	3	SRT1	5	False	3	0.0012903825873038053
1806	56556	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	256662	True	0	SRT1	4	False	4	0.0029542842040598317
1707	286670	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	243221	False	99	SRT1	6	False	5	0.003281169013446219
1788	46603	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	496616	True	18	SRT1	5	False	6	0.0007433209135216805
1773	40073	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	349956	True	33	SRT1	6	False	7	0.0028449881598195674
1788	43325	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	406603	True	18	SRT1	4	False	8	0.0012937473255239674
1794	53300	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	403328	True	12	SRT1	5	False	9	0.0013188891238834544
1806	36618	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	346685	True	0	SRT1	4	False	10	0.0017409718435358998
1806	43335	0174	cg1_8_childcogn_8mNoCalib_SRT1.gazedata	303240	True	0	SRT1	3	False	11	0.005761296279654621
1794	169994	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	299972	False	12	SRT2	6	False	0	0.0031478207264111807
1791	46591	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	319995	True	15	SRT2	3	False	1	0.0027129712049153644
1806	53402	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	393268	True	0	SRT2	5	False	2	0.0008919556912753985
1794	83328	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	259897	False	12	SRT2	4	False	3	0.002553485596393582
1794	66715	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	349952	True	12	SRT2	3	False	4	0.002133073796132783
1797	39977	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	313326	True	9	SRT2	6	False	5	0.001724430700532954
1770	39987	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	360004	True	36	SRT2	4	False	6	0.0025710304009568066
1806	43340	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	383302	True	0	SRT2	5	False	7	0.0018417337435932585
1794	120015	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	206625	False	12	SRT2	4	False	8	0.0029430074917822734
1797	69987	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	303265	True	9	SRT2	6	False	9	0.001880052183192698
1788	43331	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	313316	True	18	SRT2	3	False	10	0.0009298769666432276
1779	46608	0174	cg1_8_childcogn_8mNoCalib_SRT2.gazedata	360002	True	27	SRT2	5	False	11	0.0023318437190616367
1794	360003	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	169996	False	12	SRT3	4	False	0	0.003463844294196321
1773	36657	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	313304	True	33	SRT3	6	False	1	0.002046414572512069
1764	33275	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	309960	True	42	SRT3	6	False	2	0.0017020219306065575
1791	56658	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	409957	True	15	SRT3	5	False	3	0.0015770688441977692
1803	326642	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	233334	False	3	SRT3	5	False	4	0.002697750447343936
1803	63263	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	349938	True	3	SRT3	5	False	5	0.002560663412512981
1800	33283	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	293387	True	6	SRT3	3	False	6	0.0012896346763747082
1794	103357	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	306594	False	12	SRT3	3	False	7	0.0033433579866871074
1791	56643	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	253315	True	15	SRT3	6	False	8	0.002047907826977697
1806	63359	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	213231	True	0	SRT3	4	False	9	0.0029698989608732827
1800	79962	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	213318	True	6	SRT3	4	False	10	0.0030361264191753265
1770	53302	0174	cg1_8_childcogn_8mNoCalib_SRT3.gazedata	373318	True	36	SRT3	3	False	11	0.0033147249713211297
1620	63266	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	293371	True	186	SRT4	4	False	0	0.005594718545229411
1608	30023	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	309917	True	198	SRT4	6	False	1	0.0038579591284784768
1785	30010	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	250048	True	21	SRT4	4	False	2	0.0012467649091191962
1794	36703	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	319954	True	12	SRT4	3	False	3	0.0013260026765210024
1806	40013	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	293280	True	0	SRT4	3	False	4	0.004457226195860366
1722	39957	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	356564	True	84	SRT4	6	False	5	0.000616335336125876
1710	316578	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	179954	False	96	SRT4	5	False	6	0.0023118328752569695
1797	46625	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	266613	True	9	SRT4	3	False	7	0.00125178187024234
1659	369966	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	129922	False	147	SRT4	6	False	8	0.00544086161110929
1428	60024	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	306594	True	378	SRT4	4	False	9	0.0023479563754353534
1758	160015	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	243222	False	48	SRT4	5	False	10	0.0028897337147369673
1794	69987	0174	cg1_8_childcogn_8mNoCalib_SRT4.gazedata	379942	True	12	SRT4	5	False	11	0.004233333731086353
1761	373333	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	176597	False	45	SRT5	6	False	0	0.0036970179704606016
1806	379965	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	159924	False	0	SRT5	3	False	1	0.004651907595825586
1785	76707	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	209959	True	21	SRT5	3	False	2	0.0030999634672026185
1788	86659	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	233261	False	18	SRT5	5	False	3	0.004182452552232216
1785	343325	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	169999	False	21	SRT5	5	False	4	0.00470639173263873
1794	43250	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	230001	True	12	SRT5	4	False	5	0.002795131610904606
1713	286579	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	0	False	93	SRT5	6	False	6	0.007636909729968155
1767	329991	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	249935	False	39	SRT5	5	False	7	0.0022161063166667772
1770	56661	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	193273	True	36	SRT5	3	False	8	0.003227148261659373
1797	36698	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	233271	True	9	SRT5	6	False	9	0.004694787850980697
1461	216658	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	173253	False	345	SRT5	4	False	10	0.008092197030668297
1716	40095	0174	cg1_8_childcogn_8mNoCalib_SRT5.gazedata	196619	True	90	SRT5	4	False	11	0.001444757670119184
1713	116580	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	356653	False	93	SRT1	4	False	0	0.004682097575273267
1056	393270	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	239960	False	750	SRT1	4	False	1	0.009815814008046696
1728	29996	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	276587	True	78	SRT1	5	False	2	0.004257650434841383
1578	56666	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	379943	True	228	SRT1	6	False	3	0.001956070745718912
1743	36730	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	366599	True	63	SRT1	4	False	4	0.006368985327397944
1767	23294	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	209958	True	39	SRT1	5	False	5	0.0014905647766675894
1560	333243	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	123293	False	246	SRT1	6	False	6	0.0075142159653534294
1770	83318	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	236630	False	36	SRT1	3	False	7	0.00395154815500214
1773	39977	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	316565	True	33	SRT1	3	False	8	0.0014393026303629898
1725	39995	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	219917	True	81	SRT1	5	False	9	0.0014699112819542121
1785	46581	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	263373	True	21	SRT1	3	False	10	0.002131354455484936
1536	53321	0189	cg22_8_childcogn_8mNoCalib_SRT1.gazedata	239989	True	270	SRT1	6	False	11	0.003987548154731227
1599	36712	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	193276	True	207	SRT2	5	False	0	0.011004670089326306
1482	139972	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	179963	False	324	SRT2	6	False	1	0.005126664551076508
1605	43305	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	219952	True	201	SRT2	6	False	2	0.006615437918445995
1740	46616	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	293265	True	66	SRT2	4	False	3	0.003828786278061916
1773	406593	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	160008	False	33	SRT2	4	False	4	0.003067222118395458
1590	30019	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	236617	True	216	SRT2	6	False	5	0.0053966730572859575
1767	466611	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	143240	False	39	SRT2	4	False	6	0.005549753028668747
1752	60006	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	216583	True	54	SRT2	3	False	7	0.003113476889372724
1476	33269	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	183311	True	330	SRT2	5	False	8	0.00683788747721976
1767	76684	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	293282	True	39	SRT2	3	False	9	0.004236987873383143
1791	383283	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	73347	False	15	SRT2	3	False	10	0.00589563011773734
1560	23293	0189	cg22_8_childcogn_8mNoCalib_SRT2.gazedata	180062	True	246	SRT2	5	False	11	0.005047081607679418
1650	36706	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	409934	True	156	SRT3	4	False	0	0.0030212755056224414
1629	249946	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	140069	False	177	SRT3	3	False	1	0.005074048026580398
1455	189946	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	113324	False	351	SRT3	5	False	2	0.0034560588831893256
1380	43377	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	179953	True	426	SRT3	5	False	3	0.005521884215607655
1704	43335	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	206694	True	102	SRT3	6	False	4	0.00434586905602335
1725	36619	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	213317	True	81	SRT3	6	False	5	0.002791076637561365
1737	413316	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	123289	False	69	SRT3	4	False	6	0.004856057846149136
1773	56659	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	193371	True	33	SRT3	3	False	7	0.005966369105977174
1785	39980	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	219933	True	21	SRT3	3	False	8	0.0038254911352229508
1356	9952	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	233272	False	450	SRT3	6	False	9	0.00416253416346565
1701	66638	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	283294	True	105	SRT3	4	False	10	0.005372140545772814
1710	63308	0189	cg22_8_childcogn_8mNoCalib_SRT3.gazedata	196637	True	96	SRT3	5	False	11	0.003883983311061358
1764	36730	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	243307	True	42	SRT4	5	False	0	0.001955841518381775
1464	23395	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	246591	True	342	SRT4	4	False	1	0.006688345964407668
1518	30009	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	226648	True	288	SRT4	6	False	2	0.005157366200322642
1743	39991	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	213304	True	63	SRT4	5	False	3	0.004926220442420062
1323	429893	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	169981	False	483	SRT4	4	False	4	0.015622455444633348
957	156541	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	556647	False	849	SRT4	6	False	5	0.021384552159619874
1491	316584	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	0	False	315	SRT4	6	False	6	0.00920793806039926
1779	53279	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	266638	True	27	SRT4	3	False	7	0.004562431933268875
621	383298	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	106723	False	1185	SRT4	4	False	8	0.03268411379353717
1806	313308	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	116580	False	0	SRT4	3	False	9	0.004728324096706248
1779	303243	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	106714	False	27	SRT4	3	False	10	0.005044641916471951
1716	46597	0189	cg22_8_childcogn_8mNoCalib_SRT4.gazedata	186664	True	90	SRT4	5	False	11	0.003896559608776087
936	366640	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	153296	False	870	SRT5	4	False	0	0.006519694241141314
1557	33358	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	206604	True	249	SRT5	6	False	1	0.005820152738117097
1788	373332	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	93287	False	18	SRT5	5	False	2	0.0023854584128684105
1776	383314	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	50034	False	30	SRT5	3	False	3	0.004079363842847805
1677	46663	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	243251	True	129	SRT5	3	False	4	0.0026467228905767202
972	56662	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	209958	True	834	SRT5	4	False	5	0.012583346135572132
1695	120031	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	179968	False	111	SRT5	5	False	6	0.004858607754745865
1695	103350	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	0	False	111	SRT5	5	False	7	0.0437382900953966
1086	529947	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	0	False	720	SRT5	6	False	8	0.014336308750108091
1728	43335	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	239969	True	78	SRT5	3	False	9	0.005363031395120066
1422	49943	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	213322	True	384	SRT5	6	False	10	0.01915612769385197
1575	336616	0189	cg22_8_childcogn_8mNoCalib_SRT5.gazedata	103331	False	231	SRT5	4	False	11	0.004177902488741482
1806	39969	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	403328	True	0	SRT1	6	False	0	0.0004947975412805764
1698	76685	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	599877	True	108	SRT1	4	False	1	0.0027268589853910313
1794	43340	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	459896	True	12	SRT1	5	False	2	0.00048579042998936393
1776	49950	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	449931	True	30	SRT1	3	False	3	0.0005075222603351995
1770	46682	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	283309	True	36	SRT1	6	False	4	0.0015774924786474001
1431	46691	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	176595	True	375	SRT1	3	False	5	0.04618514038050559
1764	56654	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	236616	True	42	SRT1	5	False	6	0.0024751081187401798
1776	36638	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	203340	True	30	SRT1	5	False	7	0.0017735747597430532
1806	450009	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	0	False	0	SRT1	6	False	8	0.024145037488436917
1794	36717	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	259922	True	12	SRT1	4	False	10	0.004793342142504186
1650	53310	0153	cg24_8_childcogn_8mNoCalib_SRT1.gazedata	266621	True	156	SRT1	3	False	11	0.00192381950432998
1806	33356	0153	cg24_8b_childcogn_8m_SRT1.gazedata	293293	True	0	SRT1	3	True	0	0.000594980956037414
1794	63379	0153	cg24_8b_childcogn_8m_SRT1.gazedata	293271	True	12	SRT1	4	True	1	0.001330102605128528
1806	43341	0153	cg24_8b_childcogn_8m_SRT1.gazedata	269981	True	0	SRT1	3	True	2	0.00022674973638362543
1776	40069	0153	cg24_8b_childcogn_8m_SRT1.gazedata	266615	True	30	SRT1	3	True	3	0.0004207087353289365
1776	56659	0153	cg24_8b_childcogn_8m_SRT1.gazedata	253312	True	30	SRT1	6	True	4	0.002835542692438845
1806	36648	0153	cg24_8b_childcogn_8m_SRT1.gazedata	226636	True	0	SRT1	5	True	5	0.0036012676312132605
1782	39975	0153	cg24_8b_childcogn_8m_SRT1.gazedata	239971	True	24	SRT1	6	True	6	0.0009621787746787945
1806	79952	0153	cg24_8b_childcogn_8m_SRT1.gazedata	216679	True	0	SRT1	6	True	7	0.003456591026070425
1806	40069	0153	cg24_8b_childcogn_8m_SRT1.gazedata	269882	True	0	SRT1	5	True	8	0.00019140866471973038
1806	43329	0153	cg24_8b_childcogn_8m_SRT1.gazedata	286671	True	0	SRT1	5	True	9	0.0003751908053585758
1203	53314	0153	cg24_8b_childcogn_8m_SRT1.gazedata	299982	True	603	SRT1	4	True	10	0.001893120573609263
1782	69999	0153	cg24_8b_childcogn_8m_SRT1.gazedata	236708	True	24	SRT1	4	True	11	0.00268830505596443
1806	43335	0153	cg24_8b_childcogn_8m_SRT2.gazedata	256651	True	0	SRT2	4	True	0	0.0022005412784831886
1806	43336	0153	cg24_8b_childcogn_8m_SRT2.gazedata	230000	True	0	SRT2	3	True	1	0.0002693979566562905
1806	33375	0153	cg24_8b_childcogn_8m_SRT2.gazedata	199970	True	0	SRT2	6	True	2	0.001848641062343373
1806	69984	0153	cg24_8b_childcogn_8m_SRT2.gazedata	229997	True	0	SRT2	6	True	3	0.0034664040716285514
1794	379944	0153	cg24_8b_childcogn_8m_SRT2.gazedata	109965	False	12	SRT2	6	True	4	0.002019154529522941
1806	63292	0153	cg24_8b_childcogn_8m_SRT2.gazedata	276674	True	0	SRT2	5	True	5	0.002830387040630818
342	80057	0153	cg24_8b_childcogn_8m_SRT2.gazedata	83326	False	1464	SRT2	5	True	6	0.004369778799965214
1734	50054	0153	cg24_8b_childcogn_8m_SRT2.gazedata	286655	True	72	SRT2	4	True	7	0.0004557721856053955
1806	36622	0153	cg24_8b_childcogn_8m_SRT2.gazedata	226643	True	0	SRT2	3	True	8	0.0006707004707316507
1806	39969	0153	cg24_8b_childcogn_8m_SRT2.gazedata	263357	True	0	SRT2	4	True	9	0.00023734552328642328
1806	39985	0153	cg24_8b_childcogn_8m_SRT2.gazedata	199983	True	0	SRT2	3	True	10	0.0026620077896282045
1395	33372	0153	cg24_8b_childcogn_8m_SRT2.gazedata	226656	True	411	SRT2	5	True	11	0.0007746284534958383
1800	36617	0153	cg24_8b_childcogn_8m_SRT3.gazedata	216681	True	6	SRT3	5	True	0	0.001372456223567567
1794	46693	0153	cg24_8b_childcogn_8m_SRT3.gazedata	223283	True	12	SRT3	3	True	1	0.001414744464491438
1794	30012	0153	cg24_8b_childcogn_8m_SRT3.gazedata	206601	True	12	SRT3	4	True	2	6.624820133572277e-05
1806	53320	0153	cg24_8b_childcogn_8m_SRT3.gazedata	266622	True	0	SRT3	3	True	3	0.004084481428334577
1596	39979	0153	cg24_8b_childcogn_8m_SRT3.gazedata	260014	True	210	SRT3	5	True	4	0.002163450162922146
918	33273	0153	cg24_8b_childcogn_8m_SRT3.gazedata	133354	False	888	SRT3	4	True	5	0.28440514056361804
1806	46668	0153	cg24_8b_childcogn_8m_SRT3.gazedata	213327	True	0	SRT3	6	True	6	0.00338426479116923
1155	296648	0153	cg24_8b_childcogn_8m_SRT3.gazedata	359974	False	651	SRT3	6	True	7	0.05303607707950011
